full_address,lat,lon
"47 Anzac Road, Long Jetty, 2261, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"795 Pacific Highway, Belmont, 2280, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"795 Pacific Highway, Belmont, 2280, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"113 Railway street, Teralba, 2284, Australia",,
"795 Pacific Highway, Belmont, 2280, Australia",,
"54 Hutton Road, The Entrance North, 2261, Australia",,
"138 Wingewarra Street, Dubbo, 2830, Australia",,
"22 Courtie Street, Bellmere, 4510, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"26 Willie Wagtail Place, Alstonville, 2477, Australia",,
"39 Chamberlain Street, Campbelltown, 2560, Australia",,
"423 Mica Street, Broken Hill, 2880, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"4 Kimian Avenue, Waratah West, 2298, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"16-18 Lions Avenue, Lurnea, 2170, Australia",,
"16-18 Lions Avenue, Lurnea, 2170, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"10-12 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"10-14 Leicester Avenue, Belmont North, 2280, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"23-25 Young Street, West Gosford, 2250, Australia",,
"25 Ralph Street, Jesmond, 2299, Australia",,
"21 Courtie Street, Bellmere, 4510, Australia",,
"42 Frederick Street, Fairfield, 2165, Australia",,
"10 Carr Place, Beresfield, 2322, Australia",,
"23 Hibbard Court, Collingwood Park, 4301, Australia",,
"12 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"13 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"15 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"16 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"17 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"18 Carr Place, Beresfield, 2322, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",,
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"20 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"45 Pendlebury Road, Cardiff, 2285, Australia",-32.9435126,151.653993
"28 Shortland Drive, Aberglasslyn, 2320, Australia",-32.7072151,151.5416285
"28A Shortland Drive, Aberglasslyn, 2320, Australia",-32.7072568,151.5411985
"21 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"156a Myall Street, Cardiff, 2285, Australia",,
"24 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"9 Augusta Close, Heddon Greta, 2321, Australia",-32.8081063,151.5178564
"16 Coolabah Drive, Taree, 2430, Australia",-31.8966365,152.4553993
"4 Kimian Avenue, Waratah West, 2298, Australia",-32.8977175,151.7090302
"3 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"6 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"7 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"8 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"9 Carr Place, Beresfield, 2322, Australia",-32.8076655,151.6466904
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"357-359 Mann Street, North Gosford, 2250, Australia",-33.4137603,151.3446949
"62 Figtree Boulevard, Wadalba, 2259, Australia",-33.269515,151.4626019
"62 Figtree Boulevard, Wadalba, 2259, Australia",-33.269515,151.4626019
"20 Enright Street, Beresfield, 2322, Australia",-32.8051759,151.646642
"52 Ruskin Street, Beresfield, 2322, Australia",-32.804259900000005,151.6558091543144
"160 Kinghorne Street, Nowra, 2541, Australia",-34.8953733,150.6026331
"54 Ruskin Street, Beresfield, 2322, Australia",-32.804364050000004,151.65567166582278
"38 Sprite Way, Brassall, 4305, Australia",,
"56 Ruskin Street, Beresfield, 2322, Australia",-32.804430999999994,151.65553851719812
"58 Ridgeview Drive, Cliftleigh, 2321, Australia",-32.7887964,151.5139717
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"102 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"104 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"17 Henry Kendall Street, Gosford West, 2250, Australia",-33.4293251,151.3154563
"6 Date Street, Adamstown, 2289, Australia",-32.9368937,151.7241334
"106 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"108 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"110 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"112 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",,
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"43 Station Street, Wickham, 2293, Australia",-32.9235358,151.7585687
"10 King Street, Broken Hill, 2880, Australia",-31.9754191,141.4725274
"24 Catherine Drive, Dubbo, 2830, Australia",-32.2378917,148.588292
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"114 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"114 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"114 Yarrum Avenue, Beresfield, 2322, Australia",-32.8041168,151.6455261
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
"120 Brunker Road, Adamstown, 2289, Australia",-32.9377414,151.7251523
